Date,Open,High,Low,Close,Volume
2009-05-14 04:00:00,51.28,51.59,50.31,50.43,2706888
2009-05-15 04:00:00,50.51,51.48,50.36,51.12,2191760
2009-05-18 04:00:00,51.34,52.12,51.04,52.08,1621411
2009-05-19 04:00:00,51.91,52.94,51.64,52.37,1531800
2009-05-20 04:00:00,52.42,53.26,52.31,52.44,1533879
2009-05-21 04:00:00,51.89,52.12,51.05,51.47,1259145
2009-05-22 04:00:00,51.49,51.73,51.06,51.11,1069071
2009-05-26 04:00:00,51.02,52.16,51.02,52.01,1132994
2009-05-27 04:00:00,51.99,52.23,51.16,51.27,1593103
2009-05-28 04:00:00,51.66,51.8,51.0,51.57,1561681
2009-05-29 04:00:00,51.66,52.5,51.47,52.47,1157517
2009-06-01 04:00:00,52.84,53.34,52.43,52.64,2511632
2009-06-02 04:00:00,52.62,53.67,52.5,53.41,1547403
2009-06-03 04:00:00,53.13,53.4,52.62,53.09,1122695
2009-06-04 04:00:00,53.24,53.3,52.38,52.91,1067793
2009-06-05 04:00:00,53.14,53.39,52.53,52.89,1265711
2009-06-08 04:00:00,52.87,54.23,52.8,53.83,1593822
2009-06-09 04:00:00,54.18,54.22,53.25,53.71,1337903
2009-06-10 04:00:00,53.91,54.14,53.12,53.49,1030425
2009-06-11 04:00:00,54.28,54.45,53.52,53.61,1200544
2009-06-12 04:00:00,54.6,56.49,54.36,56.4,3814445
2009-06-15 04:00:00,55.5,56.15,55.21,56.05,2647135
2009-06-16 04:00:00,56.0,56.34,55.4,55.52,1783724
2009-06-17 04:00:00,55.33,56.48,55.21,56.28,2256045
2009-06-18 04:00:00,56.45,56.85,55.87,56.72,1723429
2009-06-19 04:00:00,57.2,57.43,55.95,55.97,1844942
2009-06-22 04:00:00,56.0,56.31,55.73,55.97,1869705
2009-06-23 04:00:00,56.08,56.39,55.17,55.3,1707116
2009-06-24 04:00:00,55.67,56.0,55.12,55.49,1189748
2009-06-25 04:00:00,55.37,56.76,54.91,56.4,1500545
2009-06-26 04:00:00,56.18,56.28,55.575,55.8,1063928
2009-06-29 04:00:00,55.96,56.55,55.62,56.48,876074
2009-06-30 04:00:00,56.64,56.64,55.4,55.89,1191438
2009-07-01 04:00:00,55.96,56.84,55.41,56.55,1216831
2009-07-02 04:00:00,56.12,56.6,55.8,56.29,1298053
2009-07-06 04:00:00,55.79,56.9001,55.63,56.78,1221349
2009-07-07 04:00:00,56.42,57.0,56.18,56.33,1179127
2009-07-08 04:00:00,56.32,56.565,55.93,56.42,1081787
2009-07-09 04:00:00,56.82,56.82,55.92,56.32,789064
2009-07-10 04:00:00,56.2,56.62,55.86,56.28,989217
2009-07-13 04:00:00,56.55,57.4299,56.19,57.32,1230815
2009-07-14 04:00:00,57.33,57.54,56.73,57.38,927993
2009-07-15 04:00:00,57.57,57.88,57.03,57.75,1200199
2009-07-16 04:00:00,57.56,58.0,57.22,57.83,1197357
2009-07-17 04:00:00,57.68,58.36,57.68,58.12,1052184
2009-07-20 04:00:00,58.12,58.71,57.7,58.58,820875
2009-07-21 04:00:00,58.92,59.27,58.22,58.73,1113589
2009-07-22 04:00:00,58.87,59.8098,58.69,59.28,1934122
2009-07-23 04:00:00,58.99,60.0,58.99,59.74,1662043
2009-07-24 04:00:00,59.61,59.77,59.06,59.64,974798
2009-07-27 04:00:00,59.72,59.72,58.96,59.49,724643
2009-07-28 04:00:00,59.24,60.14,59.24,60.0848,1115354
2009-07-29 04:00:00,59.61,60.58,59.61,60.32,1177906
2009-07-30 04:00:00,60.14,61.16,60.09,60.81,1850521
2009-07-31 04:00:00,60.56,61.644,60.4,61.0,1546738
2009-08-03 04:00:00,61.35,61.4,58.03,58.96,4431121
2009-08-04 04:00:00,59.3,59.3634,58.53,58.75,2045411
2009-08-05 04:00:00,58.58,59.0,57.55,58.0,2618309
2009-08-06 04:00:00,58.38,58.38,56.81,57.08,2002933
2009-08-07 04:00:00,57.46,58.0,57.06,57.83,1016121
